
--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_75p00000_m30p00000.png001.png;quaternioncoord(0.4134;-0.8179;-0.2846;-0.2812);1.5889
Stellarium_test_image_75p00000_m60p00000.png001.png;quaternioncoord(0.1900;-0.8552;-0.4491;-0.1758);1.5331
Stellarium_test_image_90p00000_0p00000.png001.png;quaternioncoord(0.6496;-0.6498;-0.2789;-0.2794);1.2913
Stellarium_test_image_90p00000_30p00000.png001.png;quaternioncoord(0.7743;-0.4471;-0.2237;-0.3880);1.7117
Stellarium_test_image_90p00000_60p00000.png001.png;quaternioncoord(0.7916;-0.2121;-0.1480;-0.5536);1.7492
Stellarium_test_image_90p00000_90p00000.png001.png;quaternioncoord(0.6666;-0.0000;0.0003;-0.7454);1.7180
Stellarium_test_image_90p00000_m30p00000.png001.png;quaternioncoord(-0.4551;0.7886;0.3580;0.2070);1.0969
Stellarium_test_image_90p00000_m60p00000.png001.png;quaternioncoord(0.2243;-0.8377;-0.4808;-0.1291);0.8919

--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_0p00000_30p00000.png001.png;quaternioncoord(-0.5830;0.3697;-0.3370;0.6402);1.8066
Stellarium_test_image_0p00000_60p00000.png001.png;quaternioncoord(-0.6522;0.1909;-0.1751;0.7124);1.8540
Stellarium_test_image_0p00000_90p00000.png001.png;quaternioncoord(-0.6662;-0.0000;-0.0003;0.7458);1.6993
Stellarium_test_image_0p00000_m30p00000.png001.png;quaternioncoord(-0.2756;0.7222;-0.4781;0.4170);1.4457
Stellarium_test_image_0p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7547;-0.6561;-0.0003);1.9000
Stellarium_test_image_105p00000_0p00000.png001.png;quaternioncoord(0.6830;-0.6125;-0.3534;-0.1832);1.2559
Stellarium_test_image_105p00000_30p00000.png001.png;quaternioncoord(0.0659;-0.5625;-0.7049;0.4270);0.8872
Stellarium_test_image_105p00000_60p00000.png001.png;quaternioncoord(-0.8092;0.1729;0.1923;0.5276);1.4626
Stellarium_test_image_105p00000_90p00000.png001.png;quaternioncoord(-0.6667;0.0000;-0.0003;0.7454);1.7058
Stellarium_test_image_105p00000_m30p00000.png001.png;quaternioncoord(-0.4851;0.7577;0.4195;0.1210);1.9706
Stellarium_test_image_105p00000_m60p00000.png001.png;quaternioncoord(0.2472;-0.8184;-0.5132;-0.0763);1.8429
Stellarium_test_image_120p00000_0p00000.png001.png;quaternioncoord(-0.2695;0.6364;0.6897;0.2164);1.4258
Stellarium_test_image_120p00000_30p00000.png001.png;quaternioncoord(0.1628;0.7157;-0.6622;-0.1507);1.7798
Stellarium_test_image_120p00000_60p00000.png001.png;quaternioncoord(-0.8200;0.1219;0.2280;0.5106);0.7800
Stellarium_test_image_120p00000_90p00000.png001.png;quaternioncoord(-0.6668;0.0000;-0.0003;0.7453);1.7825
Stellarium_test_image_120p00000_m30p00000.png001.png;quaternioncoord(0.4993;-0.7276;-0.4697;-0.0251);1.3335
Stellarium_test_image_120p00000_m60p00000.png001.png;quaternioncoord(0.2579;-0.7981;-0.5442;-0.0197);1.9393
Stellarium_test_image_135p00000_0p00000.png001.png;quaternioncoord(0.7035;-0.5476;-0.4474;0.0705);1.2380
Stellarium_test_image_135p00000_30p00000.png001.png;quaternioncoord(-0.0642;-0.6629;0.7367;0.1169);1.1426
Stellarium_test_image_135p00000_60p00000.png001.png;quaternioncoord(-0.8186;0.0579;0.2519;0.5130);0.8035
Stellarium_test_image_135p00000_90p00000.png001.png;quaternioncoord(-0.6668;-0.0000;-0.0003;0.7452);1.7764
Stellarium_test_image_135p00000_m30p00000.png001.png;quaternioncoord(-0.4937;0.7008;0.5089;-0.0780);1.5474
Stellarium_test_image_135p00000_m60p00000.png001.png;quaternioncoord(0.2558;-0.7776;-0.5731;0.0384);2.0347
Stellarium_test_image_150p00000_0p00000.png001.png;quaternioncoord(0.4795;0.2041;0.4940;0.6960);0.9951
Stellarium_test_image_150p00000_30p00000.png001.png;quaternioncoord(-0.4785;0.0481;-0.8715;0.0963);1.0092
Stellarium_test_image_150p00000_60p00000.png001.png;quaternioncoord(0.7920;0.0222;-0.2575;-0.5531);0.7357
Stellarium_test_image_150p00000_90p00000.png001.png;quaternioncoord(-0.6669;-0.0000;-0.0003;0.7452);1.5879
Stellarium_test_image_150p00000_m30p00000.png001.png;quaternioncoord(-0.4650;0.6782;0.5387;-0.1833);0.7340
Stellarium_test_image_150p00000_m60p00000.png001.png;quaternioncoord(0.2405;-0.7572;-0.5998;0.0951);1.7990
Stellarium_test_image_150p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7541;-0.6568;-0.0003);1.9170
Stellarium_test_image_15p00000_0p00000.png001.png;quaternioncoord(-0.2566;-0.0460;-0.9412;0.2151);1.3835
Stellarium_test_image_15p00000_30p00000.png001.png;quaternioncoord(0.6044;-0.4361;0.2448;-0.6202);1.1853
Stellarium_test_image_15p00000_60p00000.png001.png;quaternioncoord(0.6754;-0.2256;0.1273;-0.6905);2.0700
Stellarium_test_image_15p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.8373
Stellarium_test_image_15p00000_m30p00000.png001.png;quaternioncoord(0.1464;0.3402;0.6272;0.6852);1.8800
Stellarium_test_image_15p00000_m60p00000.png001.png;quaternioncoord(0.0583;0.8529;0.4533;0.2525);1.3598
Stellarium_test_image_15p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7547;-0.6561;-0.0003);1.9556
Stellarium_test_image_165p00000_0p00000.png001.png;quaternioncoord(-0.3131;0.0973;-0.5966;-0.7325);1.5269
Stellarium_test_image_165p00000_30p00000.png001.png;quaternioncoord(0.1403;-0.3421;-0.7948;0.4812);1.4175
Stellarium_test_image_165p00000_60p00000.png001.png;quaternioncoord(0.7145;0.1187;-0.2296;-0.6501);0.9526
Stellarium_test_image_165p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7451);1.7050
Stellarium_test_image_165p00000_m30p00000.png001.png;quaternioncoord(-0.4116;0.6594;0.5616;-0.2835);1.8083
Stellarium_test_image_165p00000_m60p00000.png001.png;quaternioncoord(0.2126;-0.7369;-0.6246;0.1471);1.8492
Stellarium_test_image_165p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6568;-0.0003);0.7529
Stellarium_test_image_180p00000_0p00000.png001.png;quaternioncoord(0.4405;-0.5534;-0.4376;0.5552);1.2629
Stellarium_test_image_180p00000_30p00000.png001.png;quaternioncoord(-0.4886;0.4130;0.2823;-0.7148);1.7042
Stellarium_test_image_180p00000_60p00000.png001.png;quaternioncoord(0.5808;0.2070;-0.1552;-0.7719);0.8644
Stellarium_test_image_180p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7450);1.7491
Stellarium_test_image_180p00000_m30p00000.png001.png;quaternioncoord(0.3356;-0.6419;-0.5816;0.3703);1.9231
Stellarium_test_image_180p00000_m60p00000.png001.png;quaternioncoord(0.1735;-0.7163;-0.6482;0.1916);1.2210
Stellarium_test_image_180p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6569;-0.0003);2.0284
Stellarium_test_image_195p00000_0p00000.png001.png;quaternioncoord(-0.9876;-0.0218;-0.1261;0.0911);1.3431
Stellarium_test_image_195p00000_30p00000.png001.png;quaternioncoord(-0.1749;-0.8751;0.4404;0.0978);1.4934
Stellarium_test_image_195p00000_60p00000.png001.png;quaternioncoord(0.4680;0.2513;-0.0622;-0.8450);0.9989
Stellarium_test_image_195p00000_90p00000.png001.png;quaternioncoord(-0.6671;0.0000;-0.0003;0.7450);1.7564
Stellarium_test_image_195p00000_m30p00000.png001.png;quaternioncoord(0.2434;-0.6217;-0.6032;0.4365);1.7147
Stellarium_test_image_195p00000_m60p00000.png001.png;quaternioncoord(-0.1255;0.6944;0.6715;-0.2260);1.1663
Stellarium_test_image_195p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7539;-0.6570;-0.0003);1.9149
Stellarium_test_image_210p00000_0p00000.png001.png;quaternioncoord(0.1529;-0.5227;-0.4743;0.6917);1.2899
Stellarium_test_image_210p00000_30p00000.png001.png;quaternioncoord(0.0158;-0.5537;-0.7305;0.3995);1.2857
Stellarium_test_image_210p00000_60p00000.png001.png;quaternioncoord(0.4184;0.2581;0.0199;-0.8706);1.8003
Stellarium_test_image_210p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7449);1.7682
Stellarium_test_image_210p00000_m30p00000.png001.png;quaternioncoord(0.1427;-0.5951;-0.6294;0.4789);1.6688
Stellarium_test_image_210p00000_m60p00000.png001.png;quaternioncoord(0.0714;-0.6708;-0.6952;0.2484);0.8514
Stellarium_test_image_210p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7538;-0.6571;-0.0003);2.1931
Stellarium_test_image_225p00000_0p00000.png001.png;quaternioncoord(-0.0282;0.4797;0.5198;-0.7063);1.5692
Stellarium_test_image_225p00000_30p00000.png001.png;quaternioncoord(-0.0973;-0.3912;-0.3119;0.8604);0.8546
Stellarium_test_image_225p00000_60p00000.png001.png;quaternioncoord(0.4121;0.2437;0.0878;-0.8735);0.8284
Stellarium_test_image_225p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7449);1.7432
Stellarium_test_image_225p00000_m30p00000.png001.png;quaternioncoord(0.0411;-0.5598;-0.6609;0.4980);0.8788
Stellarium_test_image_225p00000_m60p00000.png001.png;quaternioncoord(0.0140;-0.6448;-0.7193;0.2581);0.9725
Stellarium_test_image_225p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.9192
Stellarium_test_image_240p00000_0p00000.png001.png;quaternioncoord(0.0974;0.4346;0.5581;-0.7001);1.5874
Stellarium_test_image_240p00000_30p00000.png001.png;quaternioncoord(-0.1995;-0.3431;-0.3641;0.8426);1.7997
Stellarium_test_image_240p00000_60p00000.png001.png;quaternioncoord(0.4284;0.2155;0.1439;-0.8657);0.9075
Stellarium_test_image_240p00000_90p00000.png001.png;quaternioncoord(-0.6673;-0.0000;-0.0003;0.7448);1.7286
Stellarium_test_image_240p00000_m30p00000.png001.png;quaternioncoord(-0.0560;-0.5142;-0.6970;0.4966);0.8423
Stellarium_test_image_240p00000_m60p00000.png001.png;quaternioncoord(-0.0436;-0.6167;-0.7435;0.2548);0.9934
Stellarium_test_image_240p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.9220
Stellarium_test_image_255p00000_0p00000.png001.png;quaternioncoord(0.1944;0.3638;0.6066;-0.6796);1.5886
Stellarium_test_image_255p00000_30p00000.png001.png;quaternioncoord(0.2859;0.2817;0.4135;-0.8173);1.3663
Stellarium_test_image_255p00000_60p00000.png001.png;quaternioncoord(-0.4554;-0.1770;-0.1892;0.8517);1.6545
Stellarium_test_image_255p00000_90p00000.png001.png;quaternioncoord(-0.6674;-0.0000;-0.0003;0.7447);1.7277
Stellarium_test_image_255p00000_m30p00000.png001.png;quaternioncoord(-0.1451;-0.4573;-0.7356;0.4782);1.7238
Stellarium_test_image_255p00000_m60p00000.png001.png;quaternioncoord(0.0988;0.5872;0.7670;-0.2389);0.9636
Stellarium_test_image_270p00000_0p00000.png001.png;quaternioncoord(0.2792;0.2793;0.6499;-0.6494);1.5928
Stellarium_test_image_270p00000_30p00000.png001.png;quaternioncoord(0.3595;0.2076;0.4552;-0.7877);1.4608
Stellarium_test_image_270p00000_60p00000.png001.png;quaternioncoord(-0.4868;-0.1305;-0.2239;0.8342);1.1618
Stellarium_test_image_270p00000_90p00000.png001.png;quaternioncoord(-0.6674;0.0000;-0.0003;0.7447);1.9055
Stellarium_test_image_270p00000_m30p00000.png001.png;quaternioncoord(-0.2243;-0.3886;-0.7742;0.4465);1.0517
Stellarium_test_image_270p00000_m60p00000.png001.png;quaternioncoord(0.1495;0.5581;0.7885;-0.2109);0.9981
Stellarium_test_image_285p00000_0p00000.png001.png;quaternioncoord(0.3536;0.1831;0.6832;-0.6121);1.9553
Stellarium_test_image_285p00000_30p00000.png001.png;quaternioncoord(0.4213;0.1220;0.4852;-0.7564);1.3682
Stellarium_test_image_285p00000_60p00000.png001.png;quaternioncoord(-0.5189;-0.0779;-0.2472;0.8146);1.2121
Stellarium_test_image_285p00000_90p00000.png001.png;quaternioncoord(0.6675;0.0000;0.0003;-0.7446);1.8017
Stellarium_test_image_285p00000_m30p00000.png001.png;quaternioncoord(0.2920;0.3067;0.8101;-0.4055);1.8773
Stellarium_test_image_285p00000_m60p00000.png001.png;quaternioncoord(-0.1937;-0.5325;-0.8060;0.1713);1.5703
Stellarium_test_image_300p00000_0p00000.png001.png;quaternioncoord(-0.3980;-0.0527;-0.7054;0.5841);1.1603
Stellarium_test_image_300p00000_30p00000.png001.png;quaternioncoord(0.4718;0.0264;0.4996;-0.7260);1.3999
Stellarium_test_image_300p00000_60p00000.png001.png;quaternioncoord(-0.5499;-0.0213;-0.2583;0.7940);1.2473
Stellarium_test_image_300p00000_90p00000.png001.png;quaternioncoord(0.6676;0.0000;0.0003;-0.7445);1.6853
Stellarium_test_image_300p00000_m30p00000.png001.png;quaternioncoord(-0.3469;-0.2087;-0.8407;0.3597);1.8259
Stellarium_test_image_300p00000_m60p00000.png001.png;quaternioncoord(0.2292;0.5164;0.8164;-0.1199);1.6219
Stellarium_test_image_30p00000_0p00000.png001.png;quaternioncoord(-0.1060;-0.4276;-0.8382;0.3216);1.4226
Stellarium_test_image_30p00000_30p00000.png001.png;quaternioncoord(0.6303;-0.4789;0.1441;-0.5938);1.2920
Stellarium_test_image_30p00000_60p00000.png001.png;quaternioncoord(0.6988;-0.2483;0.0732;-0.6668);1.1831
Stellarium_test_image_30p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.6799
Stellarium_test_image_30p00000_m30p00000.png001.png;quaternioncoord(0.6248;-0.5729;-0.0692;-0.5259);1.9374
Stellarium_test_image_30p00000_m60p00000.png001.png;quaternioncoord(-0.0225;0.8756;0.4077;0.2581);1.0556
Stellarium_test_image_30p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7546;-0.6562;-0.0003);2.0050
Stellarium_test_image_315p00000_0p00000.png001.png;quaternioncoord(-0.4477;0.0701;-0.7039;0.5470);22.3192
Stellarium_test_image_315p00000_30p00000.png001.png;quaternioncoord(0.5113;-0.0765;0.4945;-0.6987);2.6094
Stellarium_test_image_315p00000_60p00000.png001.png;quaternioncoord(-0.5787;0.0369;-0.2565;0.7732);2.6004
Stellarium_test_image_315p00000_90p00000.png001.png;quaternioncoord(-0.6677;-0.0000;-0.0003;0.7445);1.8819
Stellarium_test_image_315p00000_m30p00000.png001.png;quaternioncoord(0.3867;0.0860;0.8619;-0.3165);1.9456
Stellarium_test_image_315p00000_m60p00000.png001.png;quaternioncoord(-0.2527;-0.5204;-0.8138;0.0553);1.5973
Stellarium_test_image_330p00000_0p00000.png001.png;quaternioncoord(-0.1448;-0.0542;0.7580;-0.6336);1.7832
Stellarium_test_image_330p00000_30p00000.png001.png;quaternioncoord(-0.5412;0.1817;-0.4661;0.6758);1.4653
Stellarium_test_image_330p00000_60p00000.png001.png;quaternioncoord(-0.6052;0.0936;-0.2417;0.7527);1.7069
Stellarium_test_image_330p00000_90p00000.png001.png;quaternioncoord(0.6677;0.0000;0.0003;-0.7444);1.7600
Stellarium_test_image_330p00000_m30p00000.png001.png;quaternioncoord(0.2733;0.8122;0.3079;-0.4134);1.7249
Stellarium_test_image_330p00000_m60p00000.png001.png;quaternioncoord(-0.2575;-0.5633;-0.7847;-0.0259);1.3308
Stellarium_test_image_345p00000_0p00000.png001.png;quaternioncoord(-0.0088;-0.7040;-0.6170;0.3518);1.1317
Stellarium_test_image_345p00000_30p00000.png001.png;quaternioncoord(-0.5642;0.2820;-0.4132;0.6568);1.7621
Stellarium_test_image_345p00000_60p00000.png001.png;quaternioncoord(0.6299;-0.1458;0.2142;-0.7322);1.8427
Stellarium_test_image_345p00000_90p00000.png001.png;quaternioncoord(-0.6678;-0.0000;-0.0003;0.7443);1.6936
Stellarium_test_image_345p00000_m30p00000.png001.png;quaternioncoord(-0.6798;0.1185;-0.3171;-0.6506);1.9775
Stellarium_test_image_345p00000_m60p00000.png001.png;quaternioncoord(-0.2278;-0.6630;-0.7024;-0.1232);1.3841
Stellarium_test_image_45p00000_0p00000.png001.png;quaternioncoord(0.5193;-0.7066;0.0282;-0.4799);1.9135
Stellarium_test_image_45p00000_30p00000.png001.png;quaternioncoord(0.6617;-0.4982;0.0424;-0.5587);0.9593
Stellarium_test_image_45p00000_60p00000.png001.png;quaternioncoord(0.7227;-0.2584;0.0159;-0.6408);1.0983
Stellarium_test_image_45p00000_90p00000.png001.png;quaternioncoord(-0.6664;-0.0000;-0.0003;0.7456);1.7102
Stellarium_test_image_45p00000_m30p00000.png001.png;quaternioncoord(-0.3114;0.8606;0.0972;0.3912);1.5024
Stellarium_test_image_45p00000_m60p00000.png001.png;quaternioncoord(-0.0896;0.8774;0.4038;0.2430);1.6159
Stellarium_test_image_45p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7545;-0.6563;-0.0003);1.8749
Stellarium_test_image_60p00000_0p00000.png001.png;quaternioncoord(-0.5614;0.7012;0.0912;0.4299);1.1483
Stellarium_test_image_60p00000_30p00000.png001.png;quaternioncoord(0.6975;-0.4970;-0.0549;-0.5132);1.7092
Stellarium_test_image_60p00000_60p00000.png001.png;quaternioncoord(0.7468;-0.2554;-0.0418;-0.6126);1.3548
Stellarium_test_image_60p00000_90p00000.png001.png;quaternioncoord(-0.6665;-0.0000;-0.0003;0.7455);1.6922
Stellarium_test_image_60p00000_m30p00000.png001.png;quaternioncoord(0.3639;-0.8429;-0.1986;-0.3428);1.9991
Stellarium_test_image_60p00000_m60p00000.png001.png;quaternioncoord(-0.1451;0.8692;0.4213;0.2145);1.4523
Stellarium_test_image_60p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7544;-0.6564;-0.0003);1.8642
Stellarium_test_image_75p00000_0p00000.png001.png;quaternioncoord(-0.6062;0.6799;0.1943;0.3639);1.1154
Stellarium_test_image_75p00000_30p00000.png001.png;quaternioncoord(-0.7359;0.4787;0.1443;0.4566);1.7266
Stellarium_test_image_75p00000_60p00000.png001.png;quaternioncoord(0.7702;-0.2398;-0.0972;-0.5830);1.3726
Stellarium_test_image_75p00000_90p00000.png001.png;quaternioncoord(0.6665;0.0000;0.0003;-0.7455);1.6759
Stellarium_test_image_75p00000_m30p00000.png001.png;quaternioncoord(-0.4134;0.8179;0.2847;0.2812);1.6533
Stellarium_test_image_75p00000_m60p00000.png001.png;quaternioncoord(0.1900;-0.8552;-0.4491;-0.1758);1.5348
Stellarium_test_image_90p00000_0p00000.png001.png;quaternioncoord(0.6496;-0.6498;-0.2789;-0.2794);1.3795
Stellarium_test_image_90p00000_30p00000.png001.png;quaternioncoord(0.7743;-0.4471;-0.2237;-0.3880);1.7039
Stellarium_test_image_90p00000_60p00000.png001.png;quaternioncoord(0.7916;-0.2121;-0.1480;-0.5536);1.6526
Stellarium_test_image_90p00000_90p00000.png001.png;quaternioncoord(0.6666;-0.0000;0.0003;-0.7454);1.7283
Stellarium_test_image_90p00000_m30p00000.png001.png;quaternioncoord(0.4551;-0.7886;-0.3580;-0.2070);1.5144
Stellarium_test_image_90p00000_m60p00000.png001.png;quaternioncoord(0.2243;-0.8377;-0.4808;-0.1291);1.1569
