
--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_90p00000_60p00000.png001.png;quaternioncoord(0.7916;-0.2121;-0.1480;-0.5536);1.3524
Stellarium_test_image_90p00000_90p00000.png001.png;quaternioncoord(0.6666;-0.0000;0.0003;-0.7454);1.7005
Stellarium_test_image_90p00000_m30p00000.png001.png;quaternioncoord(0.4552;-0.7885;-0.3580;-0.2070);1.1255
Stellarium_test_image_90p00000_m60p00000.png001.png;quaternioncoord(0.2243;-0.8377;-0.4810;-0.1292);0.7936

--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_0p00000_30p00000.png001.png;quaternioncoord(-0.5831;0.3697;-0.3370;0.6402);1.6723
Stellarium_test_image_0p00000_60p00000.png001.png;quaternioncoord(-0.6522;0.1910;-0.1751;0.7124);1.8177
Stellarium_test_image_0p00000_90p00000.png001.png;quaternioncoord(-0.6662;0.0000;-0.0003;0.7458);1.6582
Stellarium_test_image_0p00000_m30p00000.png001.png;quaternioncoord(-0.2756;0.7222;-0.4781;0.4170);1.2263
Stellarium_test_image_0p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7547;-0.6561;-0.0003);1.8764
Stellarium_test_image_105p00000_0p00000.png001.png;quaternioncoord(0.6830;-0.6124;-0.3534;-0.1832);1.2321
Stellarium_test_image_105p00000_30p00000.png001.png;quaternioncoord(0.8100;-0.4062;-0.2916;-0.3066);1.5899
Stellarium_test_image_105p00000_60p00000.png001.png;quaternioncoord(-0.8092;0.1729;0.1923;0.5276);1.4219
Stellarium_test_image_105p00000_90p00000.png001.png;quaternioncoord(-0.6667;0.0000;-0.0003;0.7454);1.6942
Stellarium_test_image_105p00000_m30p00000.png001.png;quaternioncoord(0.4851;-0.7577;-0.4195;-0.1211);2.1148
Stellarium_test_image_105p00000_m60p00000.png001.png;quaternioncoord(-0.2472;0.8184;0.5131;0.0763);1.4268
Stellarium_test_image_120p00000_0p00000.png001.png;quaternioncoord(-0.2695;0.6364;0.6897;0.2164);1.2837
Stellarium_test_image_120p00000_30p00000.png001.png;quaternioncoord(0.1628;0.7157;-0.6622;-0.1507);1.4808
Stellarium_test_image_120p00000_60p00000.png001.png;quaternioncoord(-0.8200;0.1219;0.2280;0.5106);0.7377
Stellarium_test_image_120p00000_90p00000.png001.png;quaternioncoord(-0.6668;0.0000;-0.0003;0.7453);1.6847
Stellarium_test_image_120p00000_m30p00000.png001.png;quaternioncoord(0.4993;-0.7276;-0.4697;-0.0251);0.8499
Stellarium_test_image_120p00000_m60p00000.png001.png;quaternioncoord(0.2579;-0.7981;-0.5442;-0.0197);1.4035
Stellarium_test_image_135p00000_0p00000.png001.png;quaternioncoord(-0.7035;0.5476;0.4475;-0.0705);1.0476
Stellarium_test_image_135p00000_30p00000.png001.png;quaternioncoord(-0.0642;-0.6629;0.7367;0.1169);0.9877
Stellarium_test_image_135p00000_60p00000.png001.png;quaternioncoord(-0.8185;0.0579;0.2519;0.5130);1.2977
Stellarium_test_image_135p00000_90p00000.png001.png;quaternioncoord(-0.6668;0.0000;-0.0003;0.7452);1.6723
Stellarium_test_image_135p00000_m30p00000.png001.png;quaternioncoord(-0.4938;0.7008;0.5089;-0.0780);1.0018
Stellarium_test_image_135p00000_m60p00000.png001.png;quaternioncoord(-0.2557;0.7776;0.5731;-0.0384);1.2886
Stellarium_test_image_150p00000_0p00000.png001.png;quaternioncoord(0.4795;0.2041;0.4940;0.6960);0.8649
Stellarium_test_image_150p00000_30p00000.png001.png;quaternioncoord(0.0032;-0.5978;-0.6363;0.4876);1.1695
Stellarium_test_image_150p00000_60p00000.png001.png;quaternioncoord(-0.7920;-0.0222;0.2576;0.5531);0.7054
Stellarium_test_image_150p00000_90p00000.png001.png;quaternioncoord(-0.6669;-0.0000;-0.0003;0.7452);1.5941
Stellarium_test_image_150p00000_m30p00000.png001.png;quaternioncoord(0.4650;-0.6782;-0.5387;0.1833);0.7388
Stellarium_test_image_150p00000_m60p00000.png001.png;quaternioncoord(0.2405;-0.7572;-0.5998;0.0951);1.6337
Stellarium_test_image_150p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7541;-0.6568;-0.0003);1.8631
Stellarium_test_image_15p00000_0p00000.png001.png;quaternioncoord(-0.2566;-0.0460;-0.9412;0.2151);1.2256
Stellarium_test_image_15p00000_30p00000.png001.png;quaternioncoord(-0.6044;0.4361;-0.2448;0.6201);1.3614
Stellarium_test_image_15p00000_60p00000.png001.png;quaternioncoord(0.6754;-0.2256;0.1272;-0.6905);1.9609
Stellarium_test_image_15p00000_90p00000.png001.png;quaternioncoord(0.6663;0.0000;0.0003;-0.7457);1.6662
Stellarium_test_image_15p00000_m30p00000.png001.png;quaternioncoord(0.1464;0.3402;0.6272;0.6852);1.6731
Stellarium_test_image_15p00000_m60p00000.png001.png;quaternioncoord(0.0583;0.8529;0.4533;0.2525);1.5303
Stellarium_test_image_15p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7546;-0.6561;-0.0003);1.8614
Stellarium_test_image_165p00000_0p00000.png001.png;quaternioncoord(0.3031;-0.2076;0.6593;-0.6561);1.2456
Stellarium_test_image_165p00000_30p00000.png001.png;quaternioncoord(0.1403;-0.3421;-0.7948;0.4812);1.4023
Stellarium_test_image_165p00000_60p00000.png001.png;quaternioncoord(0.7145;0.1187;-0.2296;-0.6502);1.7550
Stellarium_test_image_165p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7451);1.6814
Stellarium_test_image_165p00000_m30p00000.png001.png;quaternioncoord(0.4116;-0.6594;-0.5616;0.2835);1.7315
Stellarium_test_image_165p00000_m60p00000.png001.png;quaternioncoord(0.2126;-0.7369;-0.6246;0.1471);1.6787
Stellarium_test_image_165p00000_m90p00000.png001.png;quaternioncoord(0.0001;0.7540;0.6569;0.0003);0.7305
Stellarium_test_image_180p00000_0p00000.png001.png;quaternioncoord(0.4405;-0.5534;-0.4376;0.5552);1.2734
Stellarium_test_image_180p00000_30p00000.png001.png;quaternioncoord(0.4886;-0.4130;-0.2823;0.7148);1.6219
Stellarium_test_image_180p00000_60p00000.png001.png;quaternioncoord(-0.5808;-0.2069;0.1552;0.7718);1.4679
Stellarium_test_image_180p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7450);1.6884
Stellarium_test_image_180p00000_m30p00000.png001.png;quaternioncoord(0.3356;-0.6419;-0.5816;0.3703);1.7330
Stellarium_test_image_180p00000_m60p00000.png001.png;quaternioncoord(-0.1735;0.7163;0.6482;-0.1916);1.0034
Stellarium_test_image_180p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6569;-0.0003);2.0562
Stellarium_test_image_195p00000_0p00000.png001.png;quaternioncoord(-0.9876;-0.0218;-0.1261;0.0911);1.4030
Stellarium_test_image_195p00000_30p00000.png001.png;quaternioncoord(-0.1749;-0.8751;0.4404;0.0978);1.4136
Stellarium_test_image_195p00000_60p00000.png001.png;quaternioncoord(0.4680;0.2512;-0.0622;-0.8450);1.2149
Stellarium_test_image_195p00000_90p00000.png001.png;quaternioncoord(-0.6671;0.0000;-0.0003;0.7450);1.7048
Stellarium_test_image_195p00000_m30p00000.png001.png;quaternioncoord(-0.2434;0.6216;0.6032;-0.4365);1.0710
Stellarium_test_image_195p00000_m60p00000.png001.png;quaternioncoord(-0.1255;0.6944;0.6715;-0.2259);1.0471
Stellarium_test_image_195p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7539;-0.6570;-0.0003);1.8723
Stellarium_test_image_210p00000_0p00000.png001.png;quaternioncoord(0.1529;-0.5227;-0.4743;0.6917);1.2670
Stellarium_test_image_210p00000_30p00000.png001.png;quaternioncoord(0.4810;-0.4173;0.3915;0.6643);1.4445
Stellarium_test_image_210p00000_60p00000.png001.png;quaternioncoord(-0.4184;-0.2581;-0.0199;0.8706);0.7923
Stellarium_test_image_210p00000_90p00000.png001.png;quaternioncoord(0.6672;0.0000;0.0003;-0.7449);1.6942
Stellarium_test_image_210p00000_m30p00000.png001.png;quaternioncoord(-0.1427;0.5951;0.6294;-0.4789);1.7129
Stellarium_test_image_210p00000_m60p00000.png001.png;quaternioncoord(0.0714;-0.6707;-0.6952;0.2484);1.0682
Stellarium_test_image_210p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7538;-0.6571;-0.0003);1.8606
Stellarium_test_image_225p00000_0p00000.png001.png;quaternioncoord(-0.0282;0.4797;0.5198;-0.7063);1.3909
Stellarium_test_image_225p00000_30p00000.png001.png;quaternioncoord(-0.0972;-0.3911;-0.3119;0.8604);0.9861
Stellarium_test_image_225p00000_60p00000.png001.png;quaternioncoord(0.4122;0.2437;0.0878;-0.8735);0.7702
Stellarium_test_image_225p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7448);1.6907
Stellarium_test_image_225p00000_m30p00000.png001.png;quaternioncoord(0.0411;-0.5598;-0.6609;0.4981);1.1343
Stellarium_test_image_225p00000_m60p00000.png001.png;quaternioncoord(0.0140;-0.6448;-0.7193;0.2581);0.8195
Stellarium_test_image_225p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.8497
Stellarium_test_image_240p00000_0p00000.png001.png;quaternioncoord(0.0974;0.4346;0.5581;-0.7001);1.5338
Stellarium_test_image_240p00000_30p00000.png001.png;quaternioncoord(0.1995;0.3431;0.3641;-0.8425);1.3853
Stellarium_test_image_240p00000_60p00000.png001.png;quaternioncoord(0.4284;0.2154;0.1438;-0.8657);0.8449
Stellarium_test_image_240p00000_90p00000.png001.png;quaternioncoord(0.6673;-0.0000;0.0003;-0.7448);1.6799
Stellarium_test_image_240p00000_m30p00000.png001.png;quaternioncoord(-0.0560;-0.5142;-0.6970;0.4966);1.5760
Stellarium_test_image_240p00000_m60p00000.png001.png;quaternioncoord(-0.0436;-0.6167;-0.7436;0.2548);0.8125
Stellarium_test_image_240p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.8733
Stellarium_test_image_255p00000_0p00000.png001.png;quaternioncoord(-0.1944;-0.3638;-0.6066;0.6796);0.7822
Stellarium_test_image_255p00000_30p00000.png001.png;quaternioncoord(0.2859;0.2817;0.4135;-0.8173);1.3667
Stellarium_test_image_255p00000_60p00000.png001.png;quaternioncoord(-0.4554;-0.1770;-0.1893;0.8517);1.6237
Stellarium_test_image_255p00000_90p00000.png001.png;quaternioncoord(0.6674;-0.0000;0.0003;-0.7447);1.7203
Stellarium_test_image_255p00000_m30p00000.png001.png;quaternioncoord(-0.1451;-0.4573;-0.7356;0.4782);1.3678
Stellarium_test_image_255p00000_m60p00000.png001.png;quaternioncoord(0.0988;0.5872;0.7671;-0.2389);0.9816
Stellarium_test_image_270p00000_0p00000.png001.png;quaternioncoord(-0.2791;-0.2793;-0.6499;0.6494);1.4357
Stellarium_test_image_270p00000_30p00000.png001.png;quaternioncoord(0.3595;0.2076;0.4552;-0.7877);1.3554
Stellarium_test_image_270p00000_60p00000.png001.png;quaternioncoord(-0.4868;-0.1305;-0.2239;0.8342);1.0619
Stellarium_test_image_270p00000_90p00000.png001.png;quaternioncoord(-0.6674;0.0000;-0.0003;0.7447);1.6623
Stellarium_test_image_270p00000_m30p00000.png001.png;quaternioncoord(-0.2243;-0.3886;-0.7742;0.4465);0.9699
Stellarium_test_image_270p00000_m60p00000.png001.png;quaternioncoord(0.1495;0.5581;0.7885;-0.2109);0.9016
Stellarium_test_image_285p00000_0p00000.png001.png;quaternioncoord(-0.3536;-0.1831;-0.6832;0.6121);1.9056
Stellarium_test_image_285p00000_30p00000.png001.png;quaternioncoord(0.4213;0.1220;0.4852;-0.7564);1.1900
Stellarium_test_image_285p00000_60p00000.png001.png;quaternioncoord(-0.5189;-0.0778;-0.2472;0.8146);1.1946
Stellarium_test_image_285p00000_90p00000.png001.png;quaternioncoord(0.6675;0.0000;0.0003;-0.7446);1.6809
Stellarium_test_image_285p00000_m30p00000.png001.png;quaternioncoord(-0.2920;-0.3067;-0.8101;0.4055);1.3462
Stellarium_test_image_285p00000_m60p00000.png001.png;quaternioncoord(-0.1937;-0.5325;-0.8060;0.1713);2.2002
Stellarium_test_image_300p00000_0p00000.png001.png;quaternioncoord(-0.3980;-0.0527;-0.7054;0.5842);1.1068
Stellarium_test_image_300p00000_30p00000.png001.png;quaternioncoord(0.4718;0.0264;0.4996;-0.7260);1.3828
Stellarium_test_image_300p00000_60p00000.png001.png;quaternioncoord(-0.5499;-0.0212;-0.2583;0.7940);1.2307
Stellarium_test_image_300p00000_90p00000.png001.png;quaternioncoord(0.6676;0.0000;0.0003;-0.7445);1.6847
Stellarium_test_image_300p00000_m30p00000.png001.png;quaternioncoord(-0.3469;-0.2088;-0.8407;0.3597);1.0835
Stellarium_test_image_300p00000_m60p00000.png001.png;quaternioncoord(0.2292;0.5164;0.8163;-0.1199);1.9579
Stellarium_test_image_30p00000_0p00000.png001.png;quaternioncoord(-0.1060;-0.4276;-0.8382;0.3216);1.4331
Stellarium_test_image_30p00000_30p00000.png001.png;quaternioncoord(0.6303;-0.4789;0.1441;-0.5938);1.4389
Stellarium_test_image_30p00000_60p00000.png001.png;quaternioncoord(0.6988;-0.2483;0.0732;-0.6668);1.2054
Stellarium_test_image_30p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.6751
Stellarium_test_image_30p00000_m30p00000.png001.png;quaternioncoord(-0.4964;0.3813;0.6282;0.4621);1.1707
Stellarium_test_image_30p00000_m60p00000.png001.png;quaternioncoord(0.0226;-0.8756;-0.4077;-0.2581);0.7252
Stellarium_test_image_30p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7546;-0.6562;-0.0003);1.8428
Stellarium_test_image_315p00000_0p00000.png001.png;FAILED;4.7246
Stellarium_test_image_315p00000_30p00000.png001.png;quaternioncoord(0.5113;-0.0765;0.4944;-0.6987);1.3534
Stellarium_test_image_315p00000_60p00000.png001.png;quaternioncoord(0.5787;-0.0369;0.2566;-0.7733);1.1403
Stellarium_test_image_315p00000_90p00000.png001.png;quaternioncoord(0.6677;0.0000;0.0003;-0.7444);1.6652
Stellarium_test_image_315p00000_m30p00000.png001.png;quaternioncoord(0.3867;0.0860;0.8619;-0.3165);1.9323
Stellarium_test_image_315p00000_m60p00000.png001.png;quaternioncoord(-0.2527;-0.5205;-0.8138;0.0553);1.4636
Stellarium_test_image_330p00000_0p00000.png001.png;quaternioncoord(-0.1448;-0.0542;0.7580;-0.6336);1.7782
Stellarium_test_image_330p00000_30p00000.png001.png;quaternioncoord(-0.5412;0.1817;-0.4661;0.6759);1.4598
Stellarium_test_image_330p00000_60p00000.png001.png;quaternioncoord(-0.6053;0.0936;-0.2417;0.7527);1.7028
Stellarium_test_image_330p00000_90p00000.png001.png;quaternioncoord(0.6678;0.0000;0.0003;-0.7444);1.6846
Stellarium_test_image_330p00000_m30p00000.png001.png;quaternioncoord(0.2733;0.8122;0.3079;-0.4134);1.5788
Stellarium_test_image_330p00000_m60p00000.png001.png;quaternioncoord(0.2575;0.5633;0.7847;0.0259);1.4571
Stellarium_test_image_345p00000_0p00000.png001.png;quaternioncoord(-0.3654;0.0557;0.3022;0.8787);1.4931
Stellarium_test_image_345p00000_30p00000.png001.png;quaternioncoord(-0.5642;0.2820;-0.4132;0.6568);1.7771
Stellarium_test_image_345p00000_60p00000.png001.png;quaternioncoord(0.6299;-0.1459;0.2141;-0.7322);1.8653
Stellarium_test_image_345p00000_90p00000.png001.png;quaternioncoord(0.6678;0.0000;0.0003;-0.7443);1.6759
Stellarium_test_image_345p00000_m30p00000.png001.png;quaternioncoord(-0.6798;0.1185;-0.3171;-0.6506);1.6586
Stellarium_test_image_345p00000_m60p00000.png001.png;quaternioncoord(0.2278;0.6630;0.7024;0.1232);1.1665
Stellarium_test_image_45p00000_0p00000.png001.png;quaternioncoord(0.5193;-0.7066;0.0282;-0.4799);1.8444
Stellarium_test_image_45p00000_30p00000.png001.png;quaternioncoord(0.6617;-0.4982;0.0424;-0.5587);1.4420
Stellarium_test_image_45p00000_60p00000.png001.png;quaternioncoord(0.7227;-0.2584;0.0159;-0.6408);0.8034
Stellarium_test_image_45p00000_90p00000.png001.png;quaternioncoord(0.6664;0.0000;0.0003;-0.7456);0.8282
Stellarium_test_image_45p00000_m30p00000.png001.png;quaternioncoord(-0.3114;0.8606;0.0972;0.3911);1.0936
Stellarium_test_image_45p00000_m60p00000.png001.png;quaternioncoord(-0.0896;0.8774;0.4038;0.2430);1.1084
Stellarium_test_image_45p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7545;-0.6563;-0.0004);1.8354
Stellarium_test_image_60p00000_0p00000.png001.png;quaternioncoord(0.5614;-0.7013;-0.0912;-0.4298);0.6904
Stellarium_test_image_60p00000_30p00000.png001.png;quaternioncoord(-0.6976;0.4970;0.0549;0.5132);1.6333
Stellarium_test_image_60p00000_60p00000.png001.png;quaternioncoord(0.7468;-0.2554;-0.0418;-0.6126);1.0681
Stellarium_test_image_60p00000_90p00000.png001.png;quaternioncoord(-0.6665;-0.0000;-0.0003;0.7455);1.6845
Stellarium_test_image_60p00000_m30p00000.png001.png;quaternioncoord(-0.3639;0.8430;0.1986;0.3428);1.2799
Stellarium_test_image_60p00000_m60p00000.png001.png;quaternioncoord(0.1451;-0.8692;-0.4213;-0.2145);1.4352
Stellarium_test_image_60p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7544;-0.6564;-0.0003);1.8549
Stellarium_test_image_75p00000_0p00000.png001.png;quaternioncoord(-0.6062;0.6799;0.1943;0.3640);1.1799
Stellarium_test_image_75p00000_30p00000.png001.png;quaternioncoord(-0.7359;0.4787;0.1443;0.4566);2.7576
Stellarium_test_image_75p00000_60p00000.png001.png;quaternioncoord(0.7702;-0.2398;-0.0972;-0.5830);0.9257
Stellarium_test_image_75p00000_90p00000.png001.png;quaternioncoord(0.6665;0.0000;0.0003;-0.7455);1.6383
Stellarium_test_image_75p00000_m30p00000.png001.png;quaternioncoord(0.4134;-0.8179;-0.2846;-0.2812);1.4619
Stellarium_test_image_75p00000_m60p00000.png001.png;quaternioncoord(-0.1900;0.8552;0.4491;0.1758);1.2321
Stellarium_test_image_90p00000_0p00000.png001.png;quaternioncoord(0.6496;-0.6498;-0.2789;-0.2794);1.2380
Stellarium_test_image_90p00000_30p00000.png001.png;quaternioncoord(0.7743;-0.4471;-0.2237;-0.3880);1.5202
Stellarium_test_image_90p00000_60p00000.png001.png;quaternioncoord(0.7916;-0.2121;-0.1480;-0.5536);0.9929
Stellarium_test_image_90p00000_90p00000.png001.png;quaternioncoord(0.6666;-0.0000;0.0003;-0.7454);1.6979
Stellarium_test_image_90p00000_m30p00000.png001.png;quaternioncoord(0.4552;-0.7886;-0.3580;-0.2070);1.0411
Stellarium_test_image_90p00000_m60p00000.png001.png;quaternioncoord(-0.2243;0.8377;0.4809;0.1292);0.8051

--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_0p00000_30p00000.png001.png;quaternioncoord(-0.5831;0.3697;-0.3370;0.6402);1.7100
Stellarium_test_image_0p00000_60p00000.png001.png;quaternioncoord(-0.6522;0.1909;-0.1751;0.7124);1.8023
Stellarium_test_image_0p00000_90p00000.png001.png;quaternioncoord(-0.6662;0.0000;-0.0003;0.7458);1.6527
Stellarium_test_image_0p00000_m30p00000.png001.png;quaternioncoord(-0.2756;0.7222;-0.4781;0.4170);1.5312
Stellarium_test_image_0p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7547;-0.6561;-0.0003);1.8983
Stellarium_test_image_105p00000_0p00000.png001.png;quaternioncoord(0.6830;-0.6125;-0.3534;-0.1832);1.2398
Stellarium_test_image_105p00000_30p00000.png001.png;quaternioncoord(-0.4225;0.1295;0.8734;0.2045);1.4375
Stellarium_test_image_105p00000_60p00000.png001.png;quaternioncoord(-0.8092;0.1729;0.1923;0.5276);1.4450
Stellarium_test_image_105p00000_90p00000.png001.png;quaternioncoord(-0.6667;0.0000;-0.0003;0.7454);1.6764
Stellarium_test_image_105p00000_m30p00000.png001.png;quaternioncoord(0.4851;-0.7577;-0.4195;-0.1210);1.5576
Stellarium_test_image_105p00000_m60p00000.png001.png;quaternioncoord(0.2472;-0.8184;-0.5131;-0.0763);1.4389
Stellarium_test_image_120p00000_0p00000.png001.png;quaternioncoord(-0.2695;0.6364;0.6897;0.2164);1.2845
Stellarium_test_image_120p00000_30p00000.png001.png;quaternioncoord(0.1628;0.7157;-0.6622;-0.1507);1.4816
Stellarium_test_image_120p00000_60p00000.png001.png;quaternioncoord(-0.8200;0.1219;0.2280;0.5106);0.7447
Stellarium_test_image_120p00000_90p00000.png001.png;quaternioncoord(-0.6668;0.0000;-0.0003;0.7453);1.7000
Stellarium_test_image_120p00000_m30p00000.png001.png;quaternioncoord(0.4993;-0.7276;-0.4697;-0.0251);1.0815
Stellarium_test_image_120p00000_m60p00000.png001.png;quaternioncoord(0.2580;-0.7981;-0.5442;-0.0197);1.7507
Stellarium_test_image_135p00000_0p00000.png001.png;quaternioncoord(0.7035;-0.5476;-0.4475;0.0705);0.9741
Stellarium_test_image_135p00000_30p00000.png001.png;quaternioncoord(-0.0642;-0.6629;0.7367;0.1169);0.9321
Stellarium_test_image_135p00000_60p00000.png001.png;quaternioncoord(-0.8186;0.0579;0.2519;0.5130);1.5858
Stellarium_test_image_135p00000_90p00000.png001.png;quaternioncoord(-0.6668;-0.0000;-0.0003;0.7452);1.6754
Stellarium_test_image_135p00000_m30p00000.png001.png;quaternioncoord(-0.4938;0.7008;0.5089;-0.0780);1.3475
Stellarium_test_image_135p00000_m60p00000.png001.png;quaternioncoord(0.2557;-0.7776;-0.5731;0.0384);1.9132
Stellarium_test_image_150p00000_0p00000.png001.png;quaternioncoord(0.4795;0.2041;0.4940;0.6960);0.8678
Stellarium_test_image_150p00000_30p00000.png001.png;quaternioncoord(0.0032;-0.5978;-0.6363;0.4876);1.1035
Stellarium_test_image_150p00000_60p00000.png001.png;quaternioncoord(-0.7920;-0.0222;0.2575;0.5531);0.7068
Stellarium_test_image_150p00000_90p00000.png001.png;quaternioncoord(-0.6669;-0.0000;-0.0003;0.7452);1.5429
Stellarium_test_image_150p00000_m30p00000.png001.png;quaternioncoord(0.4650;-0.6782;-0.5387;0.1833);0.7466
Stellarium_test_image_150p00000_m60p00000.png001.png;quaternioncoord(0.2405;-0.7572;-0.5998;0.0951);1.7301
Stellarium_test_image_150p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7541;-0.6568;-0.0003);1.8590
Stellarium_test_image_15p00000_0p00000.png001.png;quaternioncoord(-0.2566;-0.0460;-0.9412;0.2151);1.2311
Stellarium_test_image_15p00000_30p00000.png001.png;quaternioncoord(0.6044;-0.4361;0.2448;-0.6201);1.1377
Stellarium_test_image_15p00000_60p00000.png001.png;quaternioncoord(0.6754;-0.2256;0.1272;-0.6905);2.0168
Stellarium_test_image_15p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.6943
Stellarium_test_image_15p00000_m30p00000.png001.png;quaternioncoord(0.1464;0.3402;0.6272;0.6852);1.7103
Stellarium_test_image_15p00000_m60p00000.png001.png;quaternioncoord(0.0583;0.8529;0.4533;0.2525);1.2393
Stellarium_test_image_15p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7546;-0.6561;-0.0003);1.8550
Stellarium_test_image_165p00000_0p00000.png001.png;quaternioncoord(-0.3131;0.0973;-0.5966;-0.7325);1.4947
Stellarium_test_image_165p00000_30p00000.png001.png;quaternioncoord(0.1403;-0.3421;-0.7948;0.4812);1.4023
Stellarium_test_image_165p00000_60p00000.png001.png;quaternioncoord(0.7145;0.1187;-0.2296;-0.6501);0.9885
Stellarium_test_image_165p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7451);1.7016
Stellarium_test_image_165p00000_m30p00000.png001.png;quaternioncoord(0.4116;-0.6594;-0.5616;0.2835);1.7408
Stellarium_test_image_165p00000_m60p00000.png001.png;quaternioncoord(0.2126;-0.7369;-0.6246;0.1471);1.7626
Stellarium_test_image_165p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6568;-0.0003);0.7289
Stellarium_test_image_180p00000_0p00000.png001.png;quaternioncoord(0.4405;-0.5534;-0.4376;0.5552);1.2754
Stellarium_test_image_180p00000_30p00000.png001.png;quaternioncoord(0.4886;-0.4130;-0.2823;0.7148);1.6288
Stellarium_test_image_180p00000_60p00000.png001.png;quaternioncoord(-0.5808;-0.2069;0.1552;0.7718);1.3786
Stellarium_test_image_180p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7450);1.7187
Stellarium_test_image_180p00000_m30p00000.png001.png;quaternioncoord(0.3356;-0.6419;-0.5816;0.3703);1.7816
Stellarium_test_image_180p00000_m60p00000.png001.png;quaternioncoord(0.1735;-0.7163;-0.6482;0.1916);1.1606
Stellarium_test_image_180p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6569;-0.0003);1.8836
Stellarium_test_image_195p00000_0p00000.png001.png;quaternioncoord(-0.9876;-0.0218;-0.1261;0.0911);1.2654
Stellarium_test_image_195p00000_30p00000.png001.png;quaternioncoord(-0.1749;-0.8751;0.4404;0.0978);1.4438
Stellarium_test_image_195p00000_60p00000.png001.png;quaternioncoord(0.4680;0.2512;-0.0622;-0.8450);1.2676
Stellarium_test_image_195p00000_90p00000.png001.png;quaternioncoord(-0.6671;0.0000;-0.0003;0.7450);1.7028
Stellarium_test_image_195p00000_m30p00000.png001.png;quaternioncoord(0.2434;-0.6216;-0.6032;0.4365);1.4357
Stellarium_test_image_195p00000_m60p00000.png001.png;quaternioncoord(-0.1255;0.6944;0.6715;-0.2260);1.1734
Stellarium_test_image_195p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7539;-0.6570;-0.0003);1.8677
Stellarium_test_image_210p00000_0p00000.png001.png;quaternioncoord(0.1529;-0.5227;-0.4743;0.6917);1.2538
Stellarium_test_image_210p00000_30p00000.png001.png;quaternioncoord(0.0158;-0.5537;-0.7305;0.3995);1.2461
Stellarium_test_image_210p00000_60p00000.png001.png;quaternioncoord(0.4184;0.2581;0.0199;-0.8706);1.6522
Stellarium_test_image_210p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7449);1.6930
Stellarium_test_image_210p00000_m30p00000.png001.png;quaternioncoord(-0.1427;0.5951;0.6294;-0.4789);2.0458
Stellarium_test_image_210p00000_m60p00000.png001.png;quaternioncoord(0.0714;-0.6708;-0.6952;0.2484);0.8285
Stellarium_test_image_210p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7538;-0.6571;-0.0003);1.8695
Stellarium_test_image_225p00000_0p00000.png001.png;quaternioncoord(-0.0282;0.4797;0.5198;-0.7063);1.4204
Stellarium_test_image_225p00000_30p00000.png001.png;quaternioncoord(-0.0972;-0.3911;-0.3119;0.8604);0.8309
Stellarium_test_image_225p00000_60p00000.png001.png;quaternioncoord(0.4121;0.2437;0.0878;-0.8735);0.8143
Stellarium_test_image_225p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7448);1.7339
Stellarium_test_image_225p00000_m30p00000.png001.png;quaternioncoord(0.0411;-0.5598;-0.6610;0.4980);0.9057
Stellarium_test_image_225p00000_m60p00000.png001.png;quaternioncoord(0.0140;-0.6448;-0.7193;0.2581);0.9893
